"first_name","last_name","games","starts","minutes","points","two_points_made","two_points_attempted","three_points_made","three_points_attempted","free_throws_made","free_throws_attempted","blocked_shot_attempts","offensive_rebounds","defensive_rebounds","assists","screen_assists","turnovers","steals","deflections","loose_balls_recovered","blocked_shots","personal_fouls","personal_fouls_drawn","charges_drawn","technical_fouls","flagrant_fouls","possessions","team_possessions","age","nba"
"lucic","baxter",18,18,532,168,42,97,20,75,24,34,7,9,45,75,0,60,30,0,0,1,47,54,0,0,0,919.1273,2012.7507,29,0
"luguentz","roberts",2,0,31.08,10,5,9,0,4,0,0,0,0,8,2,0,3,0,0,0,0,4,2,0,0,0,57.1633,4494.4965,33,0
"luke","balbi",26,25,677.28,416,42,96,89,206,65,80,6,4,47,88,0,58,32,0,0,1,40,110,0,0,0,1229.5525,2114.9654,27,0
"macijauskas","bleijenbergh",10,9,147.45,40,16,32,0,1,8,28,5,7,24,4,0,9,1,0,0,6,27,24,0,0,0,258.1978,2390.2513,31,0
"mack","ubiles",6,0,131.47,52,13,18,5,21,11,15,1,7,14,3,0,5,1,0,0,1,18,13,0,0,0,226.2758,421.6782,32,0
"magassa","dimitrijevic",14,13,370.03,126,38,70,10,63,20,25,3,19,55,41,0,38,14,0,0,12,44,30,0,0,0,672.6956,4927.7599,27,0
"magette","watson",9,7,199.52,94,18,36,16,28,10,11,2,12,37,12,0,7,4,0,0,5,17,11,0,0,0,371.49,903.0305,25,0
"malik","delk",19,9,358.73,111,37,86,9,38,10,20,3,6,40,47,0,33,14,0,0,0,35,26,0,0,0,639.6049,3722.2186,30,0
"malmanis","dobric",10,6,189.01,87,36,64,0,0,15,19,5,9,42,3,0,17,4,0,0,2,22,15,0,0,0,337.7957,866.7807,29,0
"mamadi","rodriguez",4,2,83.07,33,13,22,0,0,7,15,1,8,14,1,0,4,2,0,0,4,9,13,0,0,0,154.3166,743.0602,27,0
"marcelo","mccalebb",16,11,437.98,157,17,30,33,94,24,31,3,6,35,26,0,13,11,0,0,1,29,39,0,0,0,774.0804,1131.121,30,0
"marcquise","ofoegbu",15,3,370,202,38,74,13,52,87,109,2,12,62,21,0,23,18,0,0,7,34,105,0,0,0,653.6568,4302.779,24,0
"marcus","nogueira",1,0,11.4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,20.6753,444.3441,31,0
"mardy","gafford",49,5,703.44,272,42,97,45,116,53,67,10,12,70,143,0,79,18,0,0,0,73,93,0,0,0,1283.5004,4389.9309,30,0
"marei","mccloud",47,7,762.36,267,53,134,37,101,50,59,1,14,56,124,0,72,33,0,0,2,99,87,0,0,0,1359.625,3605.757,36,0
"margiris","jacobs",16,16,424,241,100,178,0,2,41,54,9,33,110,35,0,35,10,0,0,29,33,67,0,0,0,759.3157,1441.6254,30,0
"marinkovic","ingles",6,2,124.61,34,11,28,3,12,3,7,4,8,13,5,0,6,3,0,0,1,12,7,0,0,0,226.6667,2491.9771,35,0
"marko","lawson",19,16,327.28,131,54,87,0,0,23,50,4,34,62,13,0,20,11,0,0,14,52,38,0,0,0,607.248,1651.3739,28,0
"marreese","garces",6,6,221,75,16,32,9,25,16,22,0,5,31,10,0,12,12,0,0,1,12,21,0,0,0,404.0598,2212.2734,27,0
"masiulis","lukosiunas",5,1,79.95,26,11,20,0,0,4,5,1,8,15,0,0,13,2,0,0,2,19,12,0,0,0,142.3617,1148.5019,27,0
"mason","lopatin",40,19,768.57,327,47,109,62,166,47,58,10,13,61,61,0,46,20,0,0,7,62,45,0,0,0,1351.6298,4338.0147,27,0
"mateusz","okogie",24,21,687,299,71,136,42,96,31,40,3,26,99,58,0,38,13,0,0,10,55,44,0,0,0,1280.7194,2619.2296,35,0
"mattisseck","vene",8,8,264,188,39,83,24,76,38,53,4,9,30,27,0,19,6,0,0,1,12,40,0,0,0,493.4704,2243.0472,27,0
"maxime","granger",15,14,424.21,170,67,109,0,0,36,55,1,58,63,9,0,28,9,0,0,21,44,57,0,0,0,764.6052,1153.5678,27,0
"maye","smits",27,1,224.07,95,37,76,1,6,18,26,5,8,33,10,0,21,4,0,0,1,32,27,0,0,0,372.6052,1970.5187,37,0
"maynor","sweetney",8,1,80.94,26,10,21,0,0,6,10,2,13,13,1,0,10,3,0,0,7,20,11,0,0,0,143.8049,3893.5187,28,0
"mcadoo","black",19,6,443.32,236,35,76,34,82,64,67,7,4,26,40,0,40,6,0,0,1,47,65,0,0,0,811.3429,1471.4002,30,0
"mccalebb","jabour",13,11,324.92,128,28,50,21,55,9,11,8,4,21,51,0,15,14,0,0,0,19,18,0,0,0,582.5746,1156.4713,34,0
"mcclintock","magloire",4,2,36.75,24,5,10,0,0,14,16,0,9,10,0,0,1,0,0,0,3,6,10,0,0,0,67.6559,2595.4698,30,0
"mccoy","treier",13,11,399.03,142,30,107,18,58,28,38,4,14,23,13,0,32,17,0,0,5,46,37,0,0,0,701.6871,2400.3174,28,0
"mcfadden","bell-holter",10,4,281.29,96,31,68,6,18,16,18,2,5,23,24,0,21,14,0,0,0,28,30,0,0,0,470.2366,677.0478,25,0
"mcfarlin","nowitzki",20,17,437.07,180,72,111,0,0,36,56,6,62,72,7,0,25,4,0,0,15,39,54,0,0,0,765.3476,2390.2513,20,0
"mckissic","carter",56,48,1300.69,561,107,205,79,207,110,120,18,15,83,186,0,95,36,0,0,2,106,112,0,0,0,2296.1205,3980.5055,34,0
"mcnair","hunt",10,2,171.07,85,22,43,8,24,17,23,3,7,14,7,0,4,4,0,0,2,19,21,0,0,0,306.0105,2873.3761,31,0
"mcrae","mcrae",20,13,535.7,280,60,139,23,79,91,121,8,26,42,43,0,47,24,0,0,3,38,96,0,0,0,981.992,2950.8991,28,0
"mehmet","cook",17,5,188.26,64,18,38,7,11,7,9,3,6,19,7,0,14,3,0,0,4,22,12,0,0,0,341.0143,2182.7268,30,0
"mekel","heckmann",52,8,741.42,415,171,275,0,0,73,92,8,73,124,34,0,79,13,0,0,18,125,83,0,0,0,1292.683,5458.7121,30,0
"melih","gill",63,11,944.99,361,67,116,67,176,26,36,8,23,102,72,0,68,41,0,0,7,109,54,0,0,0,1640.0706,5033.4567,20,1
"melli","cousins",2,2,54,13,4,11,1,5,2,3,1,2,5,5,0,4,1,0,0,0,2,3,0,0,0,97.512,2166.9324,26,0
"melo","rousselle",2,0,40.8,24,10,12,1,2,1,3,0,3,2,1,0,5,3,0,0,0,3,2,0,0,0,72.6635,1995.7786,32,0
"melvin","milicic",56,51,1094.53,615,124,223,104,261,55,70,13,44,118,51,0,48,13,0,0,11,92,73,0,0,0,1932.0124,3980.5055,27,0
"mensah-bonsu","balcerowski",3,0,38.91,4,2,5,0,3,0,0,1,0,1,9,0,2,1,0,0,0,1,2,0,0,0,67.7451,2124.1148,31,0
"metta","liggins",10,6,181.69,74,29,52,0,1,16,23,0,10,26,11,0,15,4,0,0,16,19,19,0,0,0,335.7112,757.5591,29,0
"michale","kingsley",13,4,269.09,120,46,74,4,11,16,22,5,21,32,8,0,16,9,0,0,11,34,17,0,0,0,503.199,1349.3878,27,0
"michele","caracter",6,2,120.54,18,8,10,0,0,2,4,0,5,21,0,0,3,1,0,0,7,15,8,0,0,0,213.7556,461.0624,24,0
"michineau","martin",8,0,123.99,59,6,18,12,26,11,12,0,0,8,8,0,7,0,0,0,0,12,6,0,0,0,207.8709,1954.8013,32,0
"mickell","ginat",19,19,512,157,39,91,18,86,25,32,6,12,34,22,0,34,18,0,0,2,38,36,0,0,0,932.8703,2341.2859,33,0
"mikael","mccree",13,10,137.15,53,22,44,0,0,9,24,2,21,27,3,0,11,3,0,0,4,23,34,0,0,0,241.6626,1143.3911,29,0
"mikel","parsons",27,24,574.92,347,64,122,45,108,84,88,9,10,48,48,0,36,21,0,0,0,36,71,0,0,0,1052.0959,2232.5655,31,0
"milko","gene",14,14,338.67,125,34,64,13,53,18,27,6,15,45,21,0,21,19,0,0,1,31,29,0,0,0,606.2596,1145.6832,25,0
"mirotic","vranes",3,0,35.13,14,4,13,2,9,0,0,1,0,3,5,0,1,0,0,0,1,2,4,0,0,0,60.1911,411.198,33,0
"mitoglou","ibaka",16,8,400.41,170,28,50,30,66,24,30,2,11,39,35,0,17,27,0,0,3,31,38,0,0,0,717.6072,1146.9922,26,0
"monia","dunleavy",28,0,440.07,93,17,35,15,57,14,21,1,13,55,16,0,11,17,0,0,14,51,16,0,0,0,805.3222,2232.5655,33,0
"moretti","zivanovic",27,7,531.1,232,21,49,48,126,46,67,5,8,71,35,0,27,22,0,0,1,53,64,0,0,0,940.7358,2152.1399,29,0
"morse","acie",22,12,389.02,163,39,76,18,49,31,45,3,4,35,69,0,41,7,0,0,2,64,55,0,0,0,673.7194,1948.3137,19,1
"mullens","antipov",33,9,741.02,414,56,116,78,219,68,98,13,14,59,31,0,39,19,0,0,6,86,78,0,0,0,1364.0275,2509.9233,25,0
"musa","fisher",29,27,819,327,70,193,42,132,61,93,15,28,68,71,0,49,35,0,0,7,67,88,0,0,0,1527.0211,2237.3936,29,0
"myck","porzingis",16,6,259.6,115,21,43,19,43,16,18,6,8,47,9,0,8,6,0,0,12,22,13,0,0,0,471.6608,1180.9544,26,0
"n'doye","nwaelele",28,8,618.9,237,53,115,25,62,56,70,6,29,67,33,0,34,14,0,0,12,77,66,0,0,0,1075.057,2093.1181,26,0
"nando","jou",31,26,722.61,355,76,181,36,103,95,108,12,8,43,90,0,63,29,0,0,0,60,113,0,0,0,1272.8002,2421.9329,29,0
"nathan","echenique",19,19,499,193,37,74,26,62,41,55,14,18,36,21,0,26,17,0,0,3,61,40,0,0,0,867.9548,1539.3586,25,0
"ndjock","perry",29,23,760.73,273,70,165,30,79,43,51,7,10,49,119,0,41,21,0,0,1,62,49,0,0,0,1308.278,2003.5177,25,0
"ndoye","roby",28,26,572,282,112,167,0,0,58,101,4,70,114,43,0,52,8,0,0,20,60,118,0,0,0,1019.6703,2486.7832,32,0
"nerlens","nailon",48,25,742.34,299,125,237,1,16,46,91,10,72,85,21,0,41,18,0,0,17,125,124,0,0,0,1347.5695,4666.7672,24,1
"niccolo","fortas",27,6,618.12,265,73,138,28,79,35,43,10,22,47,46,0,29,25,0,0,4,50,60,0,0,0,1070.4834,1948.3137,32,0
"nihad","peja",37,33,755.42,204,42,73,30,77,30,32,3,25,86,46,0,21,36,0,0,10,53,32,0,0,0,1384.244,4489.7492,32,0
"nikola","stephenson",22,13,507.94,279,84,158,22,63,45,47,3,6,37,28,0,31,14,0,0,4,41,42,0,0,0,944.5729,2554.3709,27,0
"nnanna","patton",14,4,256.79,112,44,77,0,2,24,45,9,18,33,10,0,15,10,0,0,6,49,31,0,0,0,443.8951,968.0229,27,0
"norense","galloway",5,2,91.44,33,10,28,2,8,7,10,1,3,22,4,0,7,2,0,0,1,10,10,0,0,0,157.5076,706.2416,29,0
"novica","mathias",51,38,1052.73,425,122,244,39,111,64,78,14,71,193,108,0,88,44,0,0,10,114,92,0,0,0,1917.1853,3713.887,24,1
"nuni","alexander-walker",2,0,18.04,2,1,2,0,2,0,0,0,0,3,1,0,2,0,0,0,1,3,0,0,0,0,33.4721,1651.3739,30,0
"nzosa","hunter",34,22,779.51,340,89,163,36,110,54,65,9,35,92,39,0,39,27,0,0,7,83,67,0,0,0,1407.9547,2456.4747,22,1
"oberto","filippi",11,1,121.2,71,28,42,0,1,15,25,3,12,19,3,0,8,1,0,0,3,12,16,0,0,0,214.6812,2152.1399,30,0
"odinokov","rudez",34,0,584.11,363,138,229,2,11,81,135,10,62,101,27,0,34,34,0,0,26,82,104,0,0,0,1104.5823,3035.1153,26,0
"odom","herrmann",4,3,114.37,67,24,43,3,10,10,13,2,6,22,2,0,2,3,0,0,7,9,14,0,0,0,188.3853,930.6534,22,1
"olaizola","zanotti",23,10,375,126,56,93,0,1,14,33,3,25,69,7,0,32,7,0,0,40,46,32,0,0,0,699.0826,2619.2296,33,0
"olden","bogues",12,12,319.56,134,37,74,16,38,12,18,3,10,25,13,0,23,11,0,0,7,39,23,0,0,0,562.3295,3138.0121,23,1
"oleksiy","dime",25,15,748.61,555,80,144,88,173,131,145,13,12,66,102,0,54,33,0,0,1,33,138,0,0,0,1305.8318,2101.9355,28,0
"oliver","medvedenko",30,18,500.08,161,67,120,0,1,27,52,10,68,93,3,0,40,18,0,0,32,55,56,0,0,0,899.2307,2454.5394,27,0
"olumide","sergeev",2,2,28.37,7,3,7,0,0,1,2,1,0,7,2,0,3,0,0,0,0,3,2,0,0,0,50.8156,429.8887,26,0
"omer","artest",28,22,718.34,217,29,76,37,82,48,55,11,24,99,28,0,19,35,0,0,12,67,74,0,0,0,1253.0306,2101.9355,31,0
"omic","tomas",28,22,837.91,389,107,189,37,103,64,82,10,52,72,27,0,32,27,0,0,6,55,72,0,0,0,1533.3641,2232.5655,29,0
"oriol","kendley",4,2,98.17,61,6,7,14,29,7,9,0,1,4,3,0,2,1,0,0,0,9,2,0,0,0,174.8377,1995.7786,27,0
"oroz","ginobili",31,2,401.61,162,8,36,47,101,5,9,4,12,29,23,0,17,10,0,0,1,48,10,0,0,0,721.1331,2459.9292,33,0
"ouattara","luz",13,6,197.63,118,49,97,1,1,17,25,3,11,35,11,0,9,14,0,0,7,25,27,0,0,0,362.7618,1762.1489,32,0
"ousman","filipovity",7,0,120.66,40,11,22,5,14,3,4,1,4,9,2,0,6,4,0,0,1,21,6,0,0,0,211.4323,2050.2061,30,0
"oyedeji","dawkins",11,7,311,110,25,70,16,58,12,13,2,10,33,23,0,38,15,0,0,5,29,18,0,0,0,571.0869,2249.4581,30,0
"ozan","drummond",11,4,217.64,109,37,66,5,11,20,28,3,23,20,9,0,22,6,0,0,2,28,40,0,0,0,390.0503,1146.9922,30,0
"ozmizrak","traylor",5,0,77,24,6,17,0,4,12,17,1,8,16,2,0,5,2,0,0,0,7,15,0,0,0,139.5053,3442.3373,30,0
"pack","branch",2,2,50,28,7,9,4,10,2,2,0,2,4,3,0,3,1,0,0,1,6,4,0,0,0,92.4431,147.909,26,0
"padgett","sykes",21,21,676,343,60,130,52,148,67,90,8,8,81,62,0,50,20,0,0,8,60,81,0,0,0,1220.0347,1660.4023,28,0
"pangos","vaughn",17,7,179.82,62,25,43,0,0,12,17,5,18,27,6,0,9,3,0,0,9,14,15,0,0,0,300.658,1638.5542,26,0
"papagiannis","kramer",9,6,184.82,76,13,27,15,38,5,8,1,1,19,27,0,16,6,0,0,1,12,13,0,0,0,324.3845,1143.3911,29,0
"parakhouski","brooks",37,32,803.54,297,98,188,21,62,38,61,22,22,55,132,0,47,40,0,0,2,53,64,0,0,0,1497.5253,2916.572,34,0
"pascal","garland",29,28,719,411,151,253,0,0,109,180,18,109,119,19,0,70,20,0,0,12,94,157,0,0,0,1320.2942,2249.4581,28,0
"patricio","adam",10,4,143.85,59,11,18,9,20,10,12,2,8,22,2,0,20,4,0,0,4,30,13,0,0,0,248.695,4545.4563,25,0
"patterson","washington",24,16,581.73,275,98,214,16,59,31,44,14,22,66,101,0,48,23,0,0,3,40,57,0,0,0,1044.8785,4629.5626,28,0
"pau","summers",10,0,92.74,21,7,18,0,0,7,10,5,4,11,1,0,6,2,0,0,5,27,12,0,0,0,164.7684,1296.2963,33,0
"pavic","wiggins",11,11,367,220,75,117,7,22,49,65,4,37,53,9,0,28,17,0,0,6,43,56,0,0,0,670.0003,2218.1208,30,0
"payne","iverson",16,16,351.07,152,57,94,1,2,35,50,6,41,66,12,0,17,15,0,0,7,41,43,0,0,0,617.3306,1169.3322,34,0
"pedja","fall",16,9,316,160,31,63,27,70,17,20,4,14,34,18,0,20,15,0,0,1,27,18,0,0,0,579.8048,1614.6464,26,0
"per","bayless",29,9,349.64,122,44,64,7,22,13,29,2,19,32,9,0,14,22,0,0,9,68,34,0,0,0,622.8228,2360.2606,27,0
"perkins","bitadze",10,4,63.79,12,3,8,2,11,0,0,2,0,9,2,0,3,3,0,0,1,3,1,0,0,0,108.6905,2402.4885,24,0
"pero","singletary",50,15,1076.73,412,84,169,64,167,52,61,12,37,112,52,0,44,39,0,0,1,97,73,0,0,0,1919.3264,3591.7149,31,0
"perrantes","moretti",4,4,89.11,35,4,17,7,15,6,9,0,0,8,10,0,3,2,0,0,2,10,11,0,0,0,154.4087,2018.6982,25,0
"petrucelli","swift",29,10,533.95,293,84,177,25,61,50,61,7,11,51,16,0,37,5,0,0,14,73,68,0,0,0,990.5404,5360.4987,32,0
"petteri","barrett",5,0,69.82,24,2,7,3,5,11,12,1,0,8,7,0,4,2,0,0,0,5,11,0,0,0,118.5704,416.0629,33,0
"pickard","shaw",28,14,434.88,162,30,54,22,67,36,40,7,12,62,9,0,19,9,0,0,9,46,32,0,0,0,787.6936,2904.9223,27,0
"pj","ruffin",35,12,821,406,97,199,46,131,74,85,13,30,88,43,0,56,35,0,0,2,75,100,0,0,0,1458.7871,2487.5785,34,0
"pleiss","rabaseda",11,2,210.79,60,11,43,8,37,14,24,6,2,17,30,0,19,3,0,0,1,21,15,0,0,0,373.2338,2124.7787,33,0
"poeta","dudley",12,12,266.84,118,17,36,18,40,30,35,1,6,36,34,0,20,9,0,0,0,32,36,0,0,0,477.6753,1145.6832,28,0
"poirier","o'quinn",33,13,650.43,210,61,123,14,40,46,54,9,4,69,80,0,75,25,0,0,3,51,67,0,0,0,1129.2694,2378.5685,34,0
"pokusevski","hakanson",9,9,253.99,99,30,49,6,12,21,31,0,16,48,41,0,22,6,0,0,3,24,30,0,0,0,466.4691,734.6112,36,0
"porzingis","waiters",27,25,598.4,300,94,159,24,69,40,51,8,67,138,37,0,31,18,0,0,32,85,53,0,0,0,1064.8131,2028.5614,27,0
"precious","kane",11,2,243.25,120,48,86,3,9,15,24,5,3,20,38,0,17,9,0,0,0,18,19,0,0,0,440.2907,2461.6567,25,0
"pullen","ndjock",14,9,312.74,144,21,47,27,52,21,27,3,9,37,12,0,19,9,0,0,3,41,32,0,0,0,560.4867,1146.9922,25,0
"punter","vezenkov",17,0,195.83,53,21,48,2,8,5,10,1,4,22,31,0,16,6,0,0,0,19,9,0,0,0,337.0267,2512.6846,36,0
"pushkov","herro",7,7,191.6,108,39,71,0,0,30,37,8,13,19,5,0,8,2,0,0,2,25,48,0,0,0,329.8609,688.6345,26,0
"quentin","shamet",4,1,63.46,20,4,14,2,11,6,7,1,1,5,4,0,2,4,0,0,3,3,10,0,0,0,112.8485,5626.0351,27,0
"quincy","montross",7,6,190.07,86,25,51,9,35,9,13,3,3,6,36,0,14,6,0,0,1,8,13,0,0,0,344.3175,579.6969,32,0
"quinndary","moerman",24,2,348.09,138,62,126,0,0,14,18,7,14,47,22,0,34,14,0,0,2,55,34,0,0,0,609.508,1680.9735,37,0
"qyntel","mccullough",20,20,634,280,98,205,12,38,48,76,10,39,79,67,0,36,27,0,0,5,41,67,0,0,0,1163.2793,1614.6464,27,0
"r.j.","buycks",28,25,801.81,590,104,228,79,188,145,174,16,13,80,120,0,83,19,0,0,3,46,166,0,0,0,1428.9062,2085.0472,30,0
"rabaseda","bazemore",6,5,130.32,46,15,33,3,19,7,10,1,4,10,8,0,14,5,0,0,0,17,16,0,0,0,237.6997,875.5055,27,0
"rade","ozdemir",1,0,6.93,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,11.7125,1962.2319,34,0
"rasheed","glover",9,8,228.71,68,31,44,0,10,6,11,1,7,39,3,0,7,6,0,0,12,18,13,0,0,0,413.5097,1319.8428,25,0
"rasho","bobrov",17,17,392.81,165,35,65,22,50,29,35,4,40,73,23,0,22,16,0,0,16,44,38,0,0,0,703.1501,1235.1534,25,1
"ratton","zipser",18,18,447.16,215,43,96,36,86,21,29,3,8,46,34,0,23,20,0,0,2,38,31,0,0,0,785.4068,4221.729,33,0
"rautins","morgan",10,10,263.05,131,37,83,5,23,42,48,10,5,23,10,0,19,6,0,0,0,28,37,0,0,0,462.9,1909.3479,27,0
"rawle","apic",10,10,268.96,130,17,47,20,76,36,42,4,3,30,30,0,27,8,0,0,1,28,47,0,0,0,500.6278,744.5237,33,0
"rebic","gillespie",45,38,1161.84,528,132,275,50,138,114,141,30,21,67,106,0,71,42,0,0,3,92,166,0,0,0,2127.0271,4489.7492,31,0
"rebraca","hayward",46,2,449.23,166,36,74,22,63,28,36,8,5,23,53,0,27,13,0,0,1,64,37,0,0,0,820.9058,5773.7091,25,0
"reed","isaac",12,1,126.91,49,20,38,0,0,9,11,3,20,20,3,0,12,7,0,0,8,21,8,0,0,0,230.3192,1172.1439,27,0
"reggie","embiid",15,15,414.16,222,55,118,26,77,34,44,3,4,28,60,0,43,20,0,0,2,42,51,0,0,0,736.3422,1146.7566,33,0
"reynolds","smith-rivera",58,31,1294.93,404,47,118,93,273,31,36,6,16,78,89,0,59,39,0,0,4,96,58,0,0,0,2283.4173,4338.0147,32,0
"roberson","turner",10,10,312.98,125,34,64,14,46,15,33,1,15,64,9,0,23,6,0,0,8,30,44,0,0,0,534.4758,691.6252,22,1
"roberts","malmanis",54,10,517.58,147,62,130,0,3,23,38,6,40,74,10,0,34,14,0,0,9,95,40,0,0,0,887.0419,4468.9424,18,1
"rod","haslem",70,38,1756,993,209,355,103,330,266,337,14,64,306,317,0,157,76,0,0,27,117,340,0,0,0,3195.9501,5773.7091,19,1
"rodijs","kurbanov",15,7,356.33,131,28,59,12,45,39,50,6,9,33,20,0,19,9,0,0,0,26,49,0,0,0,631.6464,1143.3556,27,0
"rokas","parakhouski",72,65,1756.33,723,195,322,69,169,126,164,15,32,177,307,0,109,68,0,0,15,135,210,0,0,0,3037.3354,5102.0616,25,1
"rolands","dubljevic",33,27,707.25,116,19,43,25,72,3,5,2,37,142,100,0,36,25,0,0,16,78,31,0,0,0,1264.1536,3012.0045,32,0
"romero","butler",17,5,191.57,32,1,6,10,23,0,0,0,8,24,9,0,8,5,0,0,3,30,2,0,0,0,345.1665,2171.124,37,0
"ron","macculloch",8,8,265,85,26,50,5,17,18,24,4,2,30,36,0,30,8,0,0,0,21,30,0,0,0,485.6847,2217.6549,25,0
"ronald","kapono",2,2,57.95,33,6,12,5,9,6,8,1,0,5,7,0,5,2,0,0,0,4,10,0,0,0,102.7964,718.4252,30,0
"rooks","bellato",12,0,77.54,17,4,9,3,9,0,0,1,2,8,7,0,16,3,0,0,2,11,4,0,0,0,134.5942,4545.4563,25,0
"roos","strautins",15,7,326.46,84,20,44,10,29,14,20,3,7,25,31,0,15,15,0,0,1,40,17,0,0,0,582.9315,3937.2454,29,0
"roscoe","bartolome",46,23,806.63,223,38,70,45,107,12,19,6,21,62,50,0,33,17,0,0,4,91,31,0,0,0,1466.7899,4389.9309,31,0
"rousselle","okafor",11,7,174.49,77,13,35,10,30,21,29,4,4,17,10,0,19,7,0,0,1,26,23,0,0,0,317.3989,2491.9771,32,0
"ruan","langhi",27,1,455.73,147,41,73,13,40,26,35,3,34,74,13,0,22,7,0,0,12,43,53,0,0,0,812.1568,2085.0472,26,0
"rubit","baldasso",19,9,263.49,119,49,87,2,7,15,34,6,13,38,16,0,16,3,0,0,3,21,39,0,0,0,449.8314,2065.7281,29,0
"rudez","mills",10,1,224.56,111,25,51,9,38,34,40,9,3,15,25,0,17,8,0,0,0,18,32,0,0,0,424.7412,756.5749,28,0
"rudy","colom",7,6,194.9,95,31,62,4,12,21,25,5,19,31,11,0,15,2,0,0,6,23,22,0,0,0,342.3972,1147.18,27,0
"russell","hayes",28,27,874,411,103,219,32,89,109,152,13,46,106,82,0,62,38,0,0,1,70,143,0,0,0,1671.3037,2332.9411,27,0
"sacchetti","perrantes",9,6,216.54,102,42,79,0,1,18,40,3,27,43,6,0,25,2,0,0,5,22,33,0,0,0,406.3432,910.1157,25,0
"sajus","theodore",11,6,163.42,47,13,31,5,19,6,8,4,3,10,4,0,8,5,0,0,2,18,13,0,0,0,283.1722,2018.6982,28,0
"salin","mccall",10,0,164,67,27,46,0,0,13,18,0,17,28,3,0,12,5,0,0,12,24,12,0,0,0,309.9498,2277.3753,33,0
"salvatore","forte",11,10,340.55,161,37,83,13,38,48,58,8,9,39,43,0,35,10,0,0,0,22,59,0,0,0,609.6207,1163.5834,32,0
"sam","howard",11,1,175,43,11,24,4,21,9,10,2,7,18,5,0,9,4,0,0,4,24,8,0,0,0,322.1667,2448.4668,34,0
"samuel","re",30,18,653.15,205,50,102,27,95,24,35,6,18,73,36,0,29,18,0,0,7,63,35,0,0,0,1163.4622,2137.5855,27,1
"san miguel","bertans",11,3,284.13,137,36,63,15,31,20,27,4,12,58,17,0,15,14,0,0,7,24,30,0,0,0,499.1551,1147.18,27,1
"sant-roos","reaves",27,26,913,496,121,256,53,146,95,135,26,35,100,27,0,75,32,0,0,8,64,105,0,0,0,1754.6484,2315.8284,26,0
"santana","blatche",25,19,320.1,127,54,98,1,2,16,22,7,23,45,6,0,21,1,0,0,9,55,21,0,0,0,560.9145,2174.6029,30,0
"saric","melli",21,21,532.53,179,41,106,20,62,37,54,9,7,41,82,0,61,28,0,0,0,56,56,0,0,0,949.9186,2309.9827,27,0
"sastre","milton",4,1,68.83,27,5,10,4,16,5,5,2,1,10,3,0,3,0,0,0,1,8,4,0,0,0,126.4107,734.6112,34,0
"savas","dellavedova",15,7,397.39,168,42,70,22,55,18,23,4,12,64,21,0,15,13,0,0,0,41,19,0,0,0,714.9962,1169.489,34,0
"scalabrine","ellis",15,6,233.02,90,28,65,7,16,13,16,4,10,23,3,0,18,10,0,0,2,34,16,0,0,0,404.7729,2371.102,25,0
"scottie","ribas",54,47,1256.47,568,88,182,78,218,158,179,8,17,111,330,0,127,69,0,0,1,118,229,0,0,0,2286.2978,4389.9309,29,1
"semen","morse",10,0,85.93,15,4,14,2,12,1,2,4,3,9,4,0,4,2,0,0,5,11,4,0,0,0,150.9727,1143.3911,19,0
"seraphin","cardinal",30,30,737,321,93,171,31,103,42,71,10,40,157,14,0,62,29,0,0,37,93,87,0,0,0,1405.2445,2316.6513,27,0
"serpilli","scuka",18,3,402.51,167,53,99,10,34,31,38,10,14,45,33,0,20,13,0,0,2,36,52,0,0,0,727.7416,1319.8428,26,0
"sertac","wesson",19,17,502.52,231,44,104,31,75,50,66,6,17,73,35,0,51,26,0,0,3,52,55,0,0,0,892.8813,2425.3316,35,0
"sessions","mozgov",3,1,44.18,15,4,8,2,2,1,1,0,0,4,9,0,6,2,0,0,0,8,2,0,0,0,78.2559,2152.1399,31,0
"shai","drew",28,21,721.35,270,75,148,28,60,36,42,9,26,75,154,0,75,28,0,0,3,76,71,0,0,0,1203.2892,2035.0875,27,0
"shake","dimec",14,9,326.79,108,28,57,15,42,7,7,0,3,43,22,0,16,7,0,0,2,25,13,0,0,0,590.562,2350.5151,28,0
"shakur","micic",4,0,23.71,2,1,2,0,4,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,43.2423,4019.0514,27,0
"shamarkus","bako",28,21,652,294,74,141,33,85,47,60,4,19,72,30,0,43,17,0,0,4,81,48,0,0,0,1212.3042,2249.8283,33,0
"shawn","lammers",6,0,32.57,8,2,4,0,1,4,4,0,1,4,1,0,1,1,0,0,0,5,4,0,0,0,59.1285,2114.9654,37,0
"shawnelle","sura",15,15,429.44,93,37,81,2,8,13,17,2,10,32,60,0,31,14,0,0,1,42,33,0,0,0,740.8502,1138.5949,36,0
"shayne","withers",8,7,194.15,93,31,57,6,13,13,17,10,7,30,21,0,22,8,0,0,2,29,19,0,0,0,333.8927,2003.5177,26,0
"shengelia","stewart",13,2,132.4,39,15,31,1,8,6,6,1,10,25,5,0,10,5,0,0,5,25,9,0,0,0,237.3904,1156.4713,33,0
"shirley","oroz",30,27,908,316,90,188,25,89,61,88,13,33,73,96,0,77,26,0,0,4,96,107,0,0,0,1667.3534,2249.4581,24,0
